mol_id,piID,GATS1i,P_VSA_p_3,LOGP99,Mp,P_VSA_charge_7,MATS1p,SpMax1_Bh(m),Fsp3,GATS1m,P_VSA_MR_7,SHED_DL,P_VSA_s_6,nR10,nR09,RBF,P_VSA_LogP_8,C-006,nCconj,P_VSA_LogP_4,F04[C-N],P_VSA_charge_11,nArOH,NaaaC,S3K,O-057,nR=Cs,P_VSA_charge_10,MATS1m,P_VSA_charge_1,nArX,F06[C-N],nCrt,F05[C-Cl],MDEC-44,MaxdssC,P_VSA_charge_5,C-040,C-034,C-039,P_VSA_MR_8,CATS2D_00_NN,nRNR2,nArNO2,s4_relPathLength_2,nArNH2,nRCO
TOX10258,0.1530081530637123,0.4681419708512628,0.0393514110692224,0.679118149802874,0.0065599844807647,0.0359410193893816,0.4261782641225106,0.1736833956169707,1.0,0.3176831964504514,0.0,0.0,0.0076412964915104,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0078489556914651,0.0,0.0,0.0,0.0,0.0172939931499426,0.0,0.0,0.0,0.6289944663495056,0.0091635306262932,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
TOX1026,0.1854706662028463,0.4823784815375143,0.0681163314239991,0.6998553257288378,0.006202472504599,0.0131124080929346,0.4369117274802208,0.1717909893079459,1.0,0.3269270392595971,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.5,0.0,0.1052631578947368,0.0,0.0181051972596918,0.0714285714285714,0.0,0.0,0.0,0.108033876034562,0.0,0.0,0.0,0.612797658526167,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX1027,0.1703205960530988,0.5317568647370142,0.0089645690693735,0.6457083397148966,0.0051860177004132,0.0,0.4293971958503264,0.1687598488941062,1.0,0.2607983268971883,0.0611805901973923,0.0,0.0902385464134261,0.0,0.0,0.555555555555556,0.0,0.2105263157894736,0.0,0.0181051972596918,0.0,0.0,0.0,0.0,0.0726432486574727,0.0,0.0,0.0,0.5932339532936545,0.0711152924982757,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX1028,0.1518053203373093,0.54027264433334,0.0465359182752477,0.6764868784292659,0.0056856149496943,0.045657222592894,0.3527590028227397,0.1670220761491606,1.0,0.2807490887124871,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.375,0.0,0.1052631578947368,0.0,0.0181051972596918,0.0,0.0,0.0,0.0,0.0412950914089993,0.0,0.0,0.0,0.6172554457227565,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX1029,0.1279109919947381,0.6567156072875086,0.035745711700872,0.6648026547794801,0.0050043027182289,0.0,0.1760122441191458,0.1604151804382757,1.0,0.2374477386613257,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.2,0.0,0.0,0.0,0.0181051972596918,0.0,0.0,0.0,0.0,0.0644203425980388,0.0,0.0,0.0,0.6245626059831595,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX1030,0.3291545361758938,0.2538620831951388,0.2134513473040122,0.7138742961480311,0.0120572403635719,0.0980507934775179,0.5337805093607841,0.1872899740341868,0.0,0.1970697426470534,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.23076923076923,0.0,0.0,0.0,0.0181051972596918,0.1071428571428571,0.0,0.0,0.0,0.037676192122482,0.0,0.0,0.0,0.6336664190744733,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10307,0.2394040955413382,0.2330223837105445,0.2479523747507706,0.6999391904811336,0.0159292787806745,0.0735380951081385,0.6093887530760984,0.1974770681823789,0.0,0.1403280737958002,0.2499999999999999,0.1060012057477694,0.0772435105635528,0.0,0.0,0.0,0.2129769134666589,0.0,0.0,0.0,0.0178571428571428,0.0,0.0,0.0,0.0335100411754329,0.0,0.0,0.0,0.5995851257143819,0.0274052233985794,0.25,0.0,0.0,0.0,0.0,0.708526262496034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
TOX1031,0.3410658244665769,0.2740816241468734,0.1991479572357627,0.7186965466862107,0.0120572403635719,0.1969581234240971,0.5535548044770582,0.1870787731269937,0.0,0.2054543944807551,0.0615717982341785,0.1419396156167328,0.0310219489769257,0.0,0.0,0.23076923076923,0.0,0.0,0.0,0.0181051972596918,0.0535714285714285,0.0,0.0,0.0,0.0448333736408606,0.0,0.0,0.0132802392770935,0.6217220299659013,0.0150039770562055,0.0,0.0161290322580645,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10317,0.2411325962004357,0.3679629421134314,0.117433940418711,0.6928022601711141,0.0091345012938973,0.0929985322587204,0.4581749364212577,0.1882812897196228,0.375,0.2366078310233054,0.0,0.0,0.0240719084810968,0.0,0.0,0.1,0.0,0.0,0.0416666666666666,0.0216051160425517,0.0,0.0434450615318841,0.0,0.0,0.0244549286344083,0.0,0.0,0.0524978398495952,0.6202879907922768,0.0079201588015251,0.0,0.0,0.0,0.0,0.0,0.7185722693707141,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX1032,0.1703205960530988,0.5014776691226971,0.0573261248496234,0.6881711020790519,0.0060114599299603,0.0131124080929346,0.4095025900595193,0.170102272015739,1.0,0.3081037291135886,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.454545454545454,0.0,0.1052631578947368,0.0,0.0181051972596918,0.0357142857142857,0.0,0.0,0.0,0.0739496913898996,0.0,0.0,0.0,0.6143053231870766,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10336,0.1356957100743259,0.4002042160626456,0.1301332544291906,0.6784229664463102,0.0124703834983821,0.0,0.4651074676951674,0.1800901631770132,0.666666666666667,0.1483297853727728,0.1249999999999999,0.0,0.0487714191517206,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0118461545292528,0.0,0.0,0.0,0.0,0.0681684352582884,0.0,0.0,0.0,0.6073941371879296,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.1249999999999999,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX1036,0.1407247792818642,0.5793007124999772,0.0411408149880599,0.670644766604373,0.0054179565730471,0.0228286112964469,0.294416667490769,0.1642231687239255,1.0,0.2618433656536965,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.307692307692308,0.0,0.0526315789473684,0.0,0.0181051972596918,0.0,0.0,0.0,0.0,0.0463826466705879,0.0,0.0,0.0,0.6199687267157127,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10384,0.2663128070091042,0.238643482305962,0.1630356341331379,0.6966145333491756,0.0123220655650018,0.0735380951081385,0.6561255500973046,0.1955012712998759,0.0,0.1449183493035802,0.1431042385912711,0.1529574186005869,0.0853004854064253,0.0,0.0,0.125,0.2445254358851377,0.0,0.0,0.0,0.0357142857142857,0.0233305923720751,0.0,0.0,0.0314025006885417,0.0,0.0,0.0,0.6031728225190525,0.0274052233985794,0.125,0.0,0.0,0.0,0.0,0.708526262496034,0.1620327960727743,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.0
TOX1039,0.2022249608772196,0.4323382958746457,0.0359400855053127,0.6903291340777766,0.0068275217815479,0.0131124080929346,0.4798080678019785,0.1750787114066453,1.0,0.2815203350202911,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.0833333333333334,0.0,0.1052631578947368,0.0,0.0181051972596918,0.0535714285714285,0.0,0.0,0.0,0.0507484234016949,0.0,0.0,0.0,0.6320954307985933,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX1040,0.1935317460115588,0.4341587757657314,0.0305449822181249,0.6844870222528837,0.0068122124111908,0.0131124080929346,0.4742872334362999,0.1750669367881231,1.0,0.2678577267866739,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.0952380952380952,0.0,0.1052631578947368,0.0,0.0181051972596918,0.0357142857142857,0.0,0.0,0.0,0.0379336528696546,0.0,0.0,0.0,0.6341737520777475,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10423,0.4746744563828988,0.2365380379521631,0.2998238833176197,0.7280999365020873,0.0139231373236578,0.0378239378699485,0.5214710372632341,0.1978251817581394,0.0,0.1871249193118511,0.0469993147935874,0.0,0.0251087329486205,0.2222222222222222,0.0,0.0555555555555556,0.0,0.0,0.125,0.0253465573377984,0.0,0.0434450615318841,0.0,0.2,0.035590344312124,0.0,0.1111111111111111,0.0505189382606128,0.6294541146649955,0.0091635306262932,0.0,0.0,0.0,0.0,0.0,0.8024504328426116,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10428,0.2330323877904675,0.33396910289132,0.0878580592413983,0.6701191116895676,0.0094680895143458,0.0490253967387591,0.4931110780969053,0.1858809406640273,0.166666666666667,0.2056788022232197,0.0364768376043353,0.1081572279252643,0.0537227634419881,0.0,0.0,0.266666666666666,0.0,0.0526315789473684,0.0416666666666666,0.0344930717526088,0.0,0.1427974074328139,0.0,0.0,0.0225670325995365,0.0,0.0,0.0829545297184483,0.5990472689207714,0.0434778050506629,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10432,0.284555190855021,0.5378493207681514,0.0368851423644912,0.6349076960553913,0.0076557614084405,0.0,0.4533561317959076,0.1838307194163384,0.625,0.222748617901118,0.0,0.1622358418878965,0.1305839661361865,0.0,0.0,0.1379310344827586,0.0,0.0526315789473684,0.125,0.0403401257711588,0.0535714285714285,0.0,0.0,0.0,0.0394821334474142,0.0,0.0,0.0982244542966858,0.6010089280151742,0.1076840465231482,0.0,0.0483870967741935,0.0,0.0,0.0,0.6909263537443848,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
TOX105,0.2295122295955687,0.3637254833221885,0.0254545344968038,0.622353370872358,0.0074970118335159,0.012330516310592,0.5604842294157317,0.1829241409429015,0.5,0.2163006362241697,0.0152201812074115,0.0,0.1325551878508302,0.0,0.0,0.210526315789474,0.0,0.0526315789473684,0.125,0.0569314792947603,0.0,0.0,0.0,0.0,0.0269395962139497,0.04,0.1111111111111111,0.0,0.5664235311766417,0.1380145549618784,0.0,0.0,0.0,0.0,0.0,0.552302526173055,0.0,0.0666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.4166666666666666,0.0,0.0
TOX1053,0.2490707513683406,0.3138229708102399,0.1245985295024425,0.6883867547136792,0.0099021760830504,0.0490253967387591,0.4976521896972658,0.1832095106672582,0.142857142857143,0.2078017555087548,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.222222222222222,0.0,0.0,0.0,0.0181051972596918,0.0535714285714285,0.0,0.0,0.0,0.0294548022765573,0.0,0.0,0.0,0.6329960901947101,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX1056,0.1837738440586815,0.5124268545929342,0.0285156288531929,0.6613671755348418,0.0063992360920154,0.0,0.3449226386549343,0.1729415326571488,1.0,0.2095597845503337,0.0611805901973923,0.0,0.0385781329831536,0.0,0.0,0.125,0.0,0.2105263157894736,0.0,0.0259541529511569,0.0,0.0,0.0,0.0,0.0275386623768916,0.0,0.0,0.0,0.6451804733859814,0.0091635306262932,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10588,0.2577843198820186,0.3556925305854885,0.1098221221695874,0.6710266534680249,0.0083897588114977,0.0789850291962251,0.560725080343905,0.1847888748585034,0.333333333333333,0.2843468913527571,0.0,0.2030370171725439,0.0593017099217826,0.0,0.0,0.24,0.0,0.0526315789473684,0.0,0.0304566439819026,0.0357142857142857,0.0,0.04,0.0,0.046716208878923,0.04,0.0,0.0,0.5893031983999599,0.0861192695544815,0.0,0.0161290322580645,0.0,0.0,0.0,0.708526262496034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761904761904759,0.0,0.0
TOX1059,0.1837738440586815,0.5400183220260314,0.0179291381387471,0.6549724523273944,0.0063351893340045,0.0,0.4130527256721799,0.1739323647635709,1.0,0.239002255171132,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.1176470588235294,0.0,0.2105263157894736,0.0,0.0181051972596918,0.0,0.0,0.0,0.0,0.0275386623768916,0.0,0.0,0.0,0.6346784805668699,0.0150039770562055,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX106,0.2295122295955687,0.3567134102104971,0.0153077470251962,0.640290047185593,0.0070023391856921,0.0,0.588706817359476,0.1827016913875118,0.5,0.236258124045998,0.0,0.0,0.1437121527921858,0.0,0.0,0.2,0.0,0.0526315789473684,0.125,0.0839867824399023,0.0,0.0,0.0,0.0,0.0279966868332784,0.08,0.1111111111111111,0.0,0.5584376084375975,0.1513941156228446,0.0,0.0,0.0,0.0,0.0,0.5914145933131212,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666666,0.0,0.0
TOX1060,0.1837738440586815,0.4370705939721885,0.025149878930937,0.6786449104279907,0.0067917999173813,0.019668612139402,0.466544506252684,0.1750924089696295,1.0,0.2514019776332366,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.1111111111111112,0.0,0.1052631578947368,0.0,0.0181051972596918,0.0178571428571428,0.0,0.0,0.0,0.0279391126302673,0.0,0.0,0.0,0.636658048792516,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10604,0.3002771487610849,0.33183005334456,0.1876498375610526,0.6950615302813566,0.0087123873689188,0.1111632015704526,0.5508599573242544,0.1879559468268916,0.466666666666667,0.2645024652596996,0.1210290637202566,0.2995171095792182,0.0942365828360028,0.0,0.0,0.1538461538461538,0.0,0.0,0.3333333333333333,0.070653129741558,0.0,0.0434450615318841,0.0,0.0,0.0591899312801453,0.04,0.2222222222222222,0.0,0.5965658600097798,0.0711152924982757,0.0,0.0,0.125,0.0,0.0285260027912765,0.7987918433725293,0.0,0.0666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.5,0.0,0.3333333333333333
TOX10606,0.2291150384700913,0.5213259777032371,0.0761219371625392,0.6623480992295854,0.0114342969716504,0.0228286112964469,0.2619828864667199,0.2340231770486966,0.25,0.2259579869424654,0.0709826413374432,0.0,0.0655826445806837,0.0,0.0,0.0,0.0,0.0,0.125,0.0627575863015101,0.0178571428571428,0.0,0.0,0.0,0.0327277260363382,0.0,0.1111111111111111,0.0252594691303063,0.7359425155541017,0.0417322586538424,0.0,0.0,0.0,0.0,0.0,0.7150449403527117,0.0,0.0666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0
TOX10607,0.1541780272874465,0.5902684362980628,0.076673468773513,0.6824143529599278,0.0055413805749992,0.068485833889341,0.299830834308188,0.1654535159039216,1.0,0.3318502915074142,0.0,0.0,0.0152825929830209,0.0,0.0,0.38095238095238,0.0,0.1052631578947368,0.0,0.0156979113829303,0.0,0.0030430338820046,0.0,0.0,0.0887829448896608,0.0,0.0,0.0,0.614084550390878,0.0183270612525865,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX1062,0.1726291441059847,0.4420870900729857,0.0197547756437492,0.6728027986030978,0.0067632224260481,0.0131124080929346,0.4549096875360259,0.175176231299409,1.0,0.2312043468973222,0.0611805901973923,0.0,0.0309368364916432,0.0,0.0,0.1333333333333334,0.0,0.1052631578947368,0.0,0.0181051972596918,0.0,0.0,0.0,0.0,0.0174471761203022,0.0,0.0,0.0,0.639670374024067,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10636,0.4991607900131046,0.3042957885257485,0.2040459657093702,0.6613866453594492,0.0094206011864547,0.0473413096658264,0.5786542351829025,0.1987474398474154,0.444444444444444,0.2231858146785071,0.0,0.636860772294397,0.2464331759486826,0.3333333333333333,0.0,0.1388888888888888,0.0,0.0526315789473684,0.0833333333333333,0.141426547474391,0.0178571428571428,0.0899331569457727,0.08,0.0,0.0767857646071367,0.08,0.0,0.0252594691303063,0.6014826096616168,0.2326840465231488,0.0,0.032258064516129,0.125,0.0,0.0,0.5888094624858686,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3040188942627966,0.0,0.3333333333333333
TOX1065,0.2463234370147813,0.2745996255520091,0.1121207769391943,0.6972033867257409,0.0107493304504721,0.1054635339930465,0.5410428579673432,0.1843844529072048,0.142857142857143,0.207523930826446,0.0615717982341785,0.0,0.0310219489769257,0.0,0.0,0.125,0.0,0.0,0.0,0.0181051972596918,0.0178571428571428,0.0,0.0,0.0,0.0205459017161031,0.0,0.0,0.0132802392770935,0.6211998512293172,0.0,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0810163980363871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10698,0.4885740353167879,0.4431832232435971,0.004592311085294,0.4658593605331861,0.0063959266850666,0.0,0.5233561815973522,0.1890365757234616,1.0,0.2444526022949642,0.0,0.0,0.6254109471941688,0.0,0.0,0.090909090909091,0.0,0.3157894736842105,0.0,0.0941874682975816,0.0,0.0182582032920285,0.0,0.0,0.1836631424872069,0.0,0.0,0.0,0.5978171874421687,0.7500000000000003,0.0,0.0,0.0,0.0,0.0,0.708526262496034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3249085077945626,0.0,0.0
TOX107,0.2958250512037298,0.3727825240740456,0.1688538432325954,0.6567081627608438,0.008646439311996,0.0082402911193998,0.5222606878435493,0.1848213175410679,0.357142857142857,0.2368342011784948,0.0,0.5184330473543856,0.1125471631220962,0.0,0.0,0.41025641025641,0.0,0.0,0.0,0.0934206349862717,0.0892857142857142,0.0,0.0,0.0,0.107070794824016,0.04,0.0,0.0,0.5991432000982277,0.0871303773302158,0.0,0.032258064516129,0.0,0.0,0.0,0.6121552968079239,0.0,0.2,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.3999999999999999,0.0,0.0
TOX1070,0.3982714658243197,0.2927377897499314,0.1594569493903207,0.6948264067063277,0.0133184526612205,0.0490253967387591,0.5309907295226249,0.2026842989441598,0.0,0.2003103492441931,0.0535955010397052,0.1476258858343861,0.0116604104837093,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0287758018024526,0.0714285714285714,0.0,0.0,0.4,0.0161422462311735,0.0,0.0,0.0,0.628218389456609,0.013983298344899,0.0,0.032258064516129,0.0,0.0,0.0,0.708526262496034,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOX10760,0.3598066123233314,0.4972878343945,0.3075426298587354,0.6898319365968371,0.0066831134268723,0.2446269152287296,0.4586062527614472,0.1878541739253343,0.973684210526316,0.2961104121114286,0.0,0.6348691558251909,0.2115694902106291,0.0,0.0,0.1111111111111112,0.0,0.0526315789473684,0.0,0.0623182729334225,0.0714285714285714,0.0060860677640094,0.0,0.0,0.1863514885675092,0.0,0.0,0.0,0.6230866694129309,0.2353721457172808,0.0,0.0806451612903225,0.75,0.0,0.0112430112509097,0.6009617809949602,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.21293772138721,0.0,0.0
TOX10773,0.6070972566148747,0.4003928488401885,0.4503452007403805,0.7304918972836033,0.0087300750963038,0.0701699209622734,0.5023631703166371,0.1998040659940542,0.58695652173913,0.249561287451234,0.1386334253756343,0.8204448371437554,0.2010479071608656,0.1111111111111111,0.1666666666666666,0.078125,0.0,0.1578947368421052,0.4166666666666666,0.1396386296281583,0.1964285714285714,0.0,0.04,0.0,0.160331907024963,0.04,0.3333333333333333,0.0952453182010509,0.6235897122512483,0.1759377460788294,0.0,0.2741935483870967,0.5,0.0,0.004754333798546,0.747567542477364,0.0,0.1333333333333333,0.0,0.75,0.0,0.0,0.25,0.0,0.3288536176442153,0.0,0.0
