mol_id,MATS3p,F07[C-F],CATS2D_06_DD,nArNH2,nRCO
TOX1086,0.5282069337609312,0.0,0.0,0.0,0.0
TOX1087,0.6693584253073904,0.0,0.0,0.0,0.0
TOX1089,0.6697737657253724,0.0,0.0,0.0,0.0
TOX1093,0.6635318795573641,0.0,0.0,0.0,0.0
TOX1094,0.5901668147461883,0.0,0.0,0.5,0.0
TOX10955,0.5463034722176608,0.0,0.0,0.0,0.3333333333333333
TOX1097,0.6255540437078979,0.0,0.2,0.0,0.3333333333333333
TOX1100,0.7336284830023034,0.0,0.0,0.0,0.0
TOX1102,0.5719171183924535,0.0,0.0,0.0,0.0
TOX1103,0.6992298007559515,0.0,0.0,0.0,0.0
TOX1104,0.5666932793810608,0.0,0.0,0.0,0.0
TOX1105,0.6906988706985233,0.0,0.0,0.0,0.0
TOX1109,0.2511093744933551,0.0,0.0,0.0,0.0
TOX11121,0.5544349164189037,0.125,0.0,0.0,0.0
TOX11131,0.6857318382508037,0.0,0.0,0.0,0.0
TOX11133,0.6885324133784458,0.0,0.0,0.0,0.0
TOX1116,0.744623628190981,0.0,0.0,0.0,0.0
TOX1117,0.6749754573958711,0.0,0.0,0.0,0.0
TOX1118,0.607952223869558,0.0,0.0,0.5,0.0
TOX112,0.7335140825377997,0.0,0.0,0.0,0.0
TOX1121,0.6540942614480467,0.0,0.0,0.0,0.0
TOX1122,0.6582891548947637,0.0,0.0,0.0,0.0
TOX1123,0.6498830684620758,0.0,0.0,0.0,0.0
TOX1124,0.5743339087500118,0.0,0.0,0.0,0.0
TOX11248,0.7006798066808986,0.0,0.0,0.0,0.0
TOX1125,0.6440877777986503,0.0,0.0,0.0,0.0
TOX1126,0.654288722487459,0.0,0.0,0.0,0.0
TOX1127,0.6322488071505638,0.0,0.0,0.0,0.0
TOX1128,0.5581727214611485,0.0,0.0,0.0,0.0
TOX1129,0.7112574439616324,0.0,0.0,0.0,0.0
TOX11290,0.6021987797522177,0.0,0.0,0.0,0.3333333333333333
TOX11294,0.7644034887524582,0.0,0.0,0.0,0.0
TOX113,0.650419329633323,0.0,0.0,0.0,0.0
TOX1130,0.651908067643937,0.0,0.0,0.0,0.0
TOX1131,0.631486675531988,0.0,0.0,0.0,0.0
TOX1134,0.5862168630963978,0.0,0.0,0.0,0.0
TOX1135,0.6296248558616927,0.0,0.0,0.0,0.0
TOX11356,0.6158981287713406,0.0,0.05,0.0,0.0
TOX1136,0.6852149783596998,0.0,0.0,0.0,0.0
TOX1138,0.4999390633750351,0.0,0.0,0.5,0.0
TOX11380,0.570486718665449,0.0,0.0,0.0,0.0
TOX1139,0.4999390633750351,0.0,0.0,0.5,0.0
TOX114,0.5883327785443676,0.0,0.0,0.0,0.0
TOX1142,0.6213202270719804,0.0,0.05,0.0,0.0
TOX1144,0.6476260020400021,0.0,0.0,0.0,0.0
TOX11444,0.6724055955008885,0.0,0.0,0.0,0.0
TOX1145,0.6614431737318582,0.0,0.0,0.0,0.0
TOX11458,0.6014930450611589,0.0,0.0,0.0,0.0
TOX11460,0.5957457421065219,0.0,0.0,0.0,0.0
TOX11461,0.5919756277241535,0.0,0.0,0.0,0.0
TOX1148,0.5792891730980028,0.0,0.0,0.0,0.0
TOX11492,0.757274413528547,0.0,0.0,0.0,0.0
TOX11497,0.761586353286335,0.0,0.0,0.0,0.0
TOX1151,0.6361857071426659,0.0,0.0,0.0,0.0
TOX1152,0.6319557945530341,0.0,0.0,0.0,0.0
TOX11521,0.6724055955008885,0.0,0.0,0.0,0.0
TOX11531,0.6147077633299057,0.0,0.0,0.0,0.0
TOX1156,0.6197784091268772,0.0,0.0,0.0,0.0
TOX11566,0.617214907817978,0.0,0.0,0.0,0.0
TOX1158,0.6353222259245545,0.0,0.0,0.0,0.0
TOX1159,0.5592775732406821,0.0,0.0,0.0,0.0
TOX11591,0.6020517093305089,0.0,0.0,0.0,0.0
TOX116,0.6117831601267164,0.0,0.0,0.0,0.0
TOX1160,0.6789251843410594,0.0,0.0,0.25,0.0
TOX1162,0.5945019807998838,0.0,0.0,0.0,0.0
TOX11626,0.6328573558190623,0.0,0.0,0.0,0.3333333333333333
TOX1163,0.6671671890877164,0.0,0.1,0.0,0.0
TOX1164,0.653374518216016,0.0,0.0,0.0,0.0
TOX1165,0.6267320674190753,0.0,0.0,0.0,0.0
TOX1166,0.7007258280756579,0.0,0.0,0.0,0.0
TOX117,0.6475399511275929,0.0,0.0,0.0,0.0
TOX1170,0.6155941243459271,0.0,0.0,0.0,0.0
TOX1174,0.7093610505615784,0.0,0.0,0.0,0.0
TOX1175,0.7071938122863947,0.0,0.0,0.0,0.0
TOX1179,0.6748093207768039,0.0,0.0,0.0,0.0
TOX118,0.6068858249664799,0.0,0.0,0.0,0.0
TOX1181,0.6940635539146256,0.0,0.0,0.0,0.0
TOX1182,0.6574929393523793,0.0,0.0,0.0,0.0
TOX1184,0.644649812018485,0.0,0.0,0.0,0.6666666666666666
TOX1185,0.6412304905052973,0.0,0.0,0.0,1.0
TOX11860,0.6687181947201183,0.625,0.0,0.0,0.0
TOX11862,0.6648683617645609,0.0,0.0,0.0,0.0
TOX11863,0.6681656267846023,0.4583333333333333,0.0,0.0,0.0
TOX11865,0.6674276857358546,0.2916666666666666,0.0,0.0,0.0
TOX1188,0.6474011609253968,0.0,0.0,0.0,0.0
TOX1189,0.6503852625354807,0.0,0.0,0.0,0.0
TOX119,0.6368521018955942,0.0,0.0,0.0,0.0
TOX11903,0.6449527508022894,0.0,0.0,0.0,0.0
TOX1191,0.5939814827370574,0.0,0.0,0.5,0.0
TOX1193,0.6687002264539862,0.0,0.0,0.0,0.0
TOX1195,0.5944274907576726,0.0,0.0,0.0,0.0
TOX11956,0.6552075934943942,0.0,0.0,0.0,0.0
TOX1196,0.6883207995205376,0.0,0.0,0.0,0.0
TOX1198,0.6844877057548324,0.0,0.0,0.0,0.0
TOX1199,0.7178082628384435,0.0,0.0,0.0,0.0
TOX1201,0.6082298676295319,0.0,0.0,0.0,0.0
TOX1206,0.582294771391854,0.0,0.0,0.0,0.0
TOX12077,0.6724055955008885,0.0,0.0,0.0,0.0
TOX1209,0.6900551514044252,0.0,0.0,0.0,0.0
TOX121,0.6724055955008885,0.0,0.0,0.0,0.0
TOX12113,0.5403264594489299,0.0,0.0,0.0,0.0
TOX1212,0.5297381241127437,0.0,0.05,0.0,0.0
TOX12129,0.5846158281828551,0.0,0.0,0.0,0.0
TOX1214,0.623860287294431,0.0,0.0,0.0,0.0
TOX1215,0.6491812059406513,0.0,0.0,0.0,0.0
TOX1217,0.7058703587648412,0.0,0.0,0.5,0.0
TOX12180,0.5776614279274066,0.0,0.0,0.0,0.0
TOX1219,0.5997956443662169,0.0,0.05,0.0,0.0
TOX12192,0.6499281125914705,0.0,0.0,0.0,0.0
TOX122,0.5295301277723335,0.0,0.0,0.0,0.0
TOX1221,0.6719345626331773,0.0,0.05,0.0,0.0
TOX1222,0.5301226169988151,0.0,0.0,0.0,0.0
TOX1223,0.6307667784488297,0.0,0.0,0.0,0.0
TOX123,0.618117376073044,0.0,0.0,0.0,0.0
TOX12303,0.6744895497568152,0.0,0.0,0.0,0.0
TOX12309,0.7366437317083196,0.0,0.0,0.0,0.0
TOX1231,0.5658254151915438,0.0,0.0,0.0,0.0
TOX12316,0.6076333733815023,0.0,0.0,0.0,0.0
TOX1232,0.6062884138526273,0.0,0.0,0.0,0.0
TOX12327,0.7210391382518727,0.0,0.0,0.0,0.0
TOX12337,0.5855901067177502,0.0,0.0,0.0,0.0
TOX1234,0.6155924183161313,0.0,0.0,0.0,0.0
TOX12344,0.7305091999435391,0.0,0.0,0.0,0.0
TOX1235,0.7297458410899507,0.0,0.0,0.0,0.0
TOX12352,0.4460719550053644,0.0,0.0,0.0,0.0
TOX12354,0.6546151816066008,0.0416666666666666,0.0,0.0,0.0
TOX12355,0.5142881902926976,0.0,0.0,0.0,0.0
TOX12356,0.6891133806351574,0.0,0.0,0.0,0.0
TOX12358,0.7120599750925003,0.0,0.0,0.0,0.0
TOX1236,0.6470219677572988,0.0,0.0,0.25,0.0
TOX12361,0.4774838912038111,0.0,0.0,0.0,0.0
TOX12365,0.6812589951689655,0.0,0.0,0.0,0.0
TOX1237,0.6509038107641405,0.0,0.0,0.0,0.0
TOX12375,0.6384189530596215,0.0,0.0,0.0,0.0
TOX12376,0.6211087883168799,0.0,0.0,0.0,0.0
TOX12379,0.6911576109061016,0.4166666666666666,0.0,0.0,0.0
TOX1238,0.5439450961989162,0.0,0.0,0.0,0.0
TOX12386,0.5714713783954306,0.25,0.0,0.0,0.0
TOX12390,0.6040086911990792,0.0,0.0,0.0,0.0
TOX12392,0.7210259206610973,0.0,0.0,0.0,0.0
TOX12398,0.6049912604893343,0.1666666666666666,0.0,0.0,0.0
TOX1240,0.6060483904343245,0.0,0.0,0.0,0.0
TOX12405,0.5521076042324465,0.0,0.0,0.0,0.0
TOX12406,0.6539128530195322,0.0,0.0,0.0,0.0
TOX1241,0.644772537056164,0.0,0.0,0.0,0.0
TOX12412,0.5854171420000801,0.0,0.0,0.0,0.0
TOX12416,0.6424582416451097,0.0,0.0,0.0,0.0
TOX12417,0.7363987624459782,0.0,0.0,0.0,0.0
TOX12424,0.6569274526502419,0.0,0.0,0.0,0.6666666666666666
TOX12431,0.6848868182636287,0.0,0.0,0.0,0.0
TOX12437,0.6348138778244451,0.0,0.0,0.0,0.0
TOX1244,0.6537561307907508,0.0,0.0,0.0,0.0
TOX12442,0.6006546357284971,0.0,0.0,0.0,0.0
TOX12459,0.7397748196726719,0.0,0.0,0.0,0.0
TOX1246,0.6142299026159002,0.0,0.0,0.5,0.0
TOX12464,0.6827903075416555,0.0,0.0,0.0,0.0
TOX12470,0.7100859189777785,0.0,0.0,0.0,0.0
TOX12474,0.6280043892487911,0.0,0.0,0.0,0.0
TOX12482,0.6786298319000175,0.0,0.0,0.0,0.0
TOX12488,0.6721157093557362,0.4166666666666666,0.0,0.0,0.0
TOX12493,0.5202830521661543,0.0,0.0,0.0,0.0
TOX12497,0.7187209447900924,0.0,0.0,0.0,0.0
TOX1251,0.6044969981939111,0.0,0.0,0.0,0.0
TOX12511,0.5942328630873277,0.0,0.0,0.0,0.0
TOX12513,0.6547665803679571,0.0,0.0,0.0,0.0
TOX12514,0.5760051348361707,0.0,0.0,0.0,0.0
TOX12516,0.6553149634107668,0.0,0.0,0.0,0.0
TOX12519,0.6992937236717183,0.0,0.0,0.0,0.0
TOX1253,0.5752015678634878,0.0,0.0,0.0,0.0
TOX12532,0.6743824946558964,0.2083333333333333,0.0,0.0,0.0
TOX12535,0.6873615148853944,0.0,0.0,0.0,0.6666666666666666
TOX12536,0.5561799823989915,0.0,0.0,0.0,0.0
TOX1254,0.6017931241385597,0.0,0.0,0.0,0.0
TOX12544,0.6745525509088913,0.0,0.0,0.0,0.0
TOX12547,0.8270682353737342,0.0,0.0,0.0,0.0
TOX12549,0.6282659802846025,0.0,0.0,0.0,0.0
TOX1255,0.5596528065928619,0.0,0.1,0.0,0.0
TOX12552,0.6700879854791223,0.25,0.0,0.0,0.0
TOX12553,0.6307322437758689,0.3333333333333333,0.0,0.0,0.0
TOX12554,0.6969029743471895,0.125,0.0,0.0,0.0
TOX12555,0.6574455961779494,0.125,0.0,0.0,0.0
TOX12556,0.7367059900954473,0.125,0.0,0.0,0.0
TOX12559,0.5582289415857892,0.0,0.0,0.0,0.0
TOX1256,0.6062266589642781,0.0,0.0,0.0,0.0
TOX12569,0.4413996073653445,0.0,0.0,0.0,0.0
TOX12577,0.4955088298236028,0.25,0.0,0.0,0.0
TOX12579,0.7636432313667926,0.0,0.0,0.0,0.0
TOX1258,0.6471437057821127,0.0,0.0,0.0,0.0
TOX12582,0.7938177225031121,0.0,0.0,0.0,0.0
TOX12589,0.6318912321888296,0.0,0.05,0.0,0.0
TOX12591,0.6019522107282622,0.0,0.0,0.0,0.0
TOX12605,0.6818856383416436,0.0,0.0,0.0,0.0
TOX12610,0.6006376128781803,0.0,0.0,0.0,0.0
TOX12611,0.6990609811608354,0.0,0.0,0.0,0.0
TOX12613,0.5568129006701706,0.0,0.0,0.0,0.0
TOX12614,0.6328851530949944,0.25,0.0,0.0,0.0
TOX12615,0.6893685858882849,0.0833333333333333,0.0,0.0,0.0
TOX12619,0.569567597387373,0.0,0.0,0.0,0.0
TOX12622,0.6088046008428027,0.0,0.0,0.0,0.0
TOX12623,0.6651465864629635,0.0,0.0,0.0,0.0
TOX12624,0.5910963959183302,0.0,0.0,0.0,0.0
TOX12627,0.6341397440937275,0.0,0.0,0.0,0.0
TOX12628,0.5600277339042465,0.0,0.0,0.0,0.0
TOX12630,0.5813028580531882,0.0,0.0,0.0,0.0
TOX12631,0.6568389688178456,0.0,0.0,0.0,0.0
TOX12637,0.5722550933183217,0.0,0.0,0.0,0.0
TOX12641,0.5814601779937492,0.0,0.0,0.0,0.0
TOX12645,0.7006589995394726,0.1666666666666666,0.0,0.0,0.0
TOX12646,0.684583545056838,0.5416666666666666,0.0,0.0,0.0
TOX12647,0.6983371198148245,0.0,0.0,0.0,0.0
TOX12655,0.552292710929207,0.0,0.0,0.0,0.0
TOX12667,0.6353391334300774,0.0,0.0,0.0,0.0
TOX12673,0.7035016825427157,0.0,0.0,0.0,0.0
TOX12675,0.7109043567870489,0.0,0.0,0.0,0.0
TOX1268,0.7982846887894797,0.0,0.0,0.0,0.0
TOX12688,0.5357905048575253,0.0,0.0,0.0,0.0
TOX127,0.5957647091294809,0.0,0.0,0.0,0.0
TOX12722,0.3566140240948453,0.0,0.0,0.0,0.0
TOX12759,0.6082787591988759,0.0,0.0,0.0,0.0
TOX1277,0.6442971102608497,0.0,0.0,0.0,0.0
TOX128,0.6206859005012043,0.0,0.0,0.0,0.0
TOX12811,0.4523222485690087,0.0,0.0,0.0,0.0
TOX12813,0.4736074939751572,0.0,0.0,0.0,0.0
TOX1282,0.622349649323817,0.0,0.05,0.0,0.0
TOX12832,0.6367335868138126,0.0,0.0,0.0,0.0
TOX1284,0.6292740438113503,0.0,0.0,0.0,0.0
TOX1286,0.6122925214778298,0.0,0.0,0.0,0.0
TOX12869,0.5588037799771443,0.0,0.0,0.0,0.0
TOX1287,0.6604847251379156,0.0,0.0,0.0,0.0
TOX12878,0.6182616801119183,0.0,0.0,0.0,0.0
TOX1288,0.6604440059984864,0.0,0.2,0.0,0.0
TOX1289,0.774619147637074,0.0,0.0,0.0,0.0
TOX12891,0.6880880090646206,0.0,0.0,0.0,0.0
TOX129,0.650095959615614,0.0,0.0,0.0,0.0
TOX1290,0.6013154764788652,0.0,0.05,0.25,0.0
TOX1291,0.6724055955008885,0.0,0.0,0.0,0.0
TOX1292,0.5709506862994338,0.0,0.05,0.25,0.0
TOX1294,0.593561083399796,0.0,0.0,0.0,0.0
TOX12954,0.4101379758867012,0.0,0.0,0.0,0.0
TOX1296,0.648223952077267,0.0,0.0,0.0,0.0
TOX1299,0.696128823613172,0.0,0.0,0.0,0.0
TOX12998,0.6446639255974014,0.0,0.0,0.0,0.0
TOX1304,0.6414421995193683,0.0,0.0,0.0,0.0
TOX13047,0.5757991335129914,0.0,0.0,0.0,0.0
TOX1305,0.6366704958224728,0.0,0.0,0.0,0.0
TOX13058,0.3026532882972192,0.0,0.0,0.0,0.0
TOX1307,0.6871027503225505,0.0,0.0,0.0,0.0
TOX1309,0.6612039977398216,0.0,0.0,0.0,0.0
TOX13096,0.7133688883579855,0.0,0.05,0.0,0.0
TOX13098,0.6943650128005111,0.0,0.05,0.0,0.0
TOX131,0.6724055955008885,0.0,0.0,0.0,0.0
TOX13105,0.6243700035148098,0.0,0.05,0.0,0.0
TOX1311,0.5078967012125422,0.0,0.0,0.0,0.0
TOX1312,0.5644541199529509,0.0,0.0,1.0,0.0
TOX1314,0.593184282222909,0.0,0.0,0.5,0.0
TOX1315,0.6918681076093143,0.0,0.0,0.0,0.0
TOX1316,0.5869189662677482,0.0,0.0,0.0,0.0
TOX13161,0.4581763815168126,0.0,0.0,0.0,0.0
TOX1317,0.3958716902656737,0.0,0.0,0.0,0.0
TOX13179,0.6367517014536607,0.0,0.05,0.0,0.3333333333333333
TOX1318,0.6728805899777878,0.0,0.0,0.0,0.0
TOX13187,0.6656375407012253,0.0,0.0,0.0,0.0
TOX1319,0.8808747620003226,0.0,0.0,0.0,0.0
TOX1322,0.8591239705813856,0.0,0.0,0.0,0.0
TOX13241,0.6270570410164242,0.0,0.0,0.0,0.3333333333333333
TOX13264,0.6724055955008885,0.0,0.0,0.0,0.0
TOX13276,0.6642720105507182,0.0,0.0,0.0,0.0
TOX1328,0.5907901767166392,0.0,0.0,0.0,0.0
TOX1330,0.4795987378735212,0.0,0.0,0.0,0.0
TOX1331,0.4795987378735208,0.0,0.0,0.0,0.0
TOX13326,0.6788694999268337,0.0,0.0,0.0,0.0
TOX13332,0.6393015951269349,0.0,0.0,0.0,0.0
TOX13334,0.6442408041947333,0.0,0.0,0.0,0.0
TOX1334,0.5417261265415763,0.0,0.0,0.0,0.0
TOX1336,0.4677022308578645,0.0,0.0,0.0,0.0
TOX1337,0.6544528022338852,0.0,0.0,0.0,0.0
TOX13371,0.551673301021836,0.0,0.0,0.0,0.0
TOX1338,0.6497078191085447,0.0,0.0,0.0,0.0
TOX13389,0.6501343759094309,0.0,0.0,0.0,0.0
TOX1339,0.5416923799143243,0.0,0.0,0.0,0.0
TOX134,0.5596148473858695,0.0,0.0,0.0,0.0
TOX1340,0.294188254759236,0.0,0.0,0.0,0.0
TOX13401,0.6344919755669595,0.0,0.0,0.0,0.0
TOX13402,0.5575863604887098,0.0,0.0,0.0,0.0
TOX13433,0.6515540327978072,0.0,0.0,0.0,0.0
TOX1344,0.5916177964517024,0.0,0.0,0.5,0.0
TOX13445,0.5936618529570932,0.0,0.0,0.0,0.0
TOX13447,0.5679802845117081,0.0,0.0,0.0,0.0
TOX1346,0.4746745536430836,0.0,0.0,0.0,0.0
TOX13469,0.6491700780183032,0.0,0.1,0.0,0.0
TOX1347,0.6632130475079565,0.0,0.0,0.0,0.0
TOX1348,0.3486486119161977,0.0,0.0,0.0,0.0
TOX13493,0.6603205064243912,0.0,0.0,0.0,0.3333333333333333
TOX135,0.61284297650105,0.0,0.0,0.0,0.0
TOX1351,0.6724055955008885,0.0,0.0,0.0,0.0
TOX13511,0.7691060586599038,0.0,0.0,0.0,0.0
TOX13512,0.6320105544326906,0.0,0.0,0.0,0.3333333333333333
TOX13519,0.6816893108918787,0.0,0.0,0.0,0.0
TOX13538,0.6466710691885101,0.0,0.0,0.0,0.6666666666666666
TOX1354,0.5758940236219479,0.0,0.0,0.0,0.0
TOX1356,0.6485694735605995,0.0,0.0,0.0,0.0
TOX13562,0.5314183656829218,0.125,0.0,0.0,0.0
TOX13564,0.6116546645799625,0.0,0.0,0.0,0.0
TOX13566,0.6724055955008885,0.0,0.0,0.0,0.0
TOX1358,0.647236707207506,0.0,0.0,0.0,0.0
TOX1359,0.6361613311145518,0.0,0.0,0.0,0.0
TOX13595,0.6520650028481209,0.0,0.0,0.0,0.0
TOX1360,0.5367351855568123,0.0,0.0,0.0,0.0
TOX1361,0.5867731747181897,0.0,0.0,0.0,0.0
TOX1362,0.6503924307800717,0.0,0.0,0.0,0.0
TOX1363,0.5011071089813293,0.0,0.0,0.25,0.0
TOX1364,0.5240035917432878,0.0,0.0,0.25,0.0
TOX13649,0.610508659305149,0.0,0.0,0.0,0.0
TOX1365,0.5011071089813293,0.0,0.0,0.25,0.0
TOX1366,0.5987529713770828,0.0,0.0,0.0,0.0
TOX13664,0.6330599862271181,0.0,0.0,0.0,0.3333333333333333
TOX13673,0.6043910746959962,0.0,0.0,0.0,0.0
TOX137,0.5916428634070977,0.0,0.0,0.5,0.0
TOX13701,0.546064832309604,0.0,0.0,0.0,0.0
TOX1371,0.6734595970422738,0.0833333333333333,0.0,0.0,0.6666666666666666
TOX1372,0.5713158655942191,0.0,0.0,0.75,0.0
TOX1374,0.6724055955008885,0.0,0.0,0.0,0.0
TOX1375,0.6848409112117578,0.0,0.0,0.0,0.0
TOX13754,0.6399423610726355,0.0,0.0,0.0,0.0
TOX13757,0.6100579995247334,0.0,0.0,0.0,0.0
TOX1377,0.6216362595920861,0.0,0.0,0.0,0.0
TOX1378,0.3593765849378411,0.0,0.0,0.0,0.0
TOX1379,0.5012510492601764,0.0,0.0,0.25,0.0
TOX1380,0.6200561319044255,0.0,0.0,0.0,0.0
TOX1381,0.1490926662320099,0.0,0.0,0.0,0.0
TOX1382,0.464521758596836,0.0,0.0,0.0,0.0
TOX13825,0.5138829212004848,0.0,0.0,0.0,0.0
TOX1384,0.6724055955008885,0.0,0.0,0.0,0.0
TOX1385,0.5952546974903565,0.0,0.0,0.0,0.0
TOX1386,0.4738795049741945,0.0,0.0,0.0,0.0
TOX13863,0.6385997847171966,0.0,0.0,0.0,0.0
TOX1387,0.7535600600740795,0.0,0.0,0.0,0.0
TOX13876,0.6227292659965169,0.0,0.0,0.0,0.0
TOX1388,0.7419686907196393,0.0,0.0,0.0,0.0
TOX1389,0.5479501658386625,0.0,0.0,0.0,0.0
TOX13896,0.6724055955008885,0.0,0.0,0.0,0.0
TOX1390,0.6418935114875995,0.0,0.0,0.0,0.0
TOX1391,0.645361179749119,0.0,0.0,0.0,0.0
TOX1392,0.7403246203911632,0.0,0.15,0.0,0.0
TOX13923,0.4880708280923597,0.0,0.0,0.0,0.0
TOX1393,0.7695976442528458,0.0,0.0,0.0,0.0
TOX1395,0.6578855326953267,0.25,0.0,0.0,0.0
TOX1396,0.481152367007758,0.0,0.0,0.0,0.0
TOX13979,0.6500740033295965,0.0,0.1,0.0,0.0
TOX1398,0.5245171519757108,0.0,0.0,0.25,0.0
TOX13983,0.7591790565674238,0.0,0.0,0.0,0.0
TOX13989,0.6245548679931756,0.0,0.0,0.0,0.0
TOX14,0.6568841440398725,0.0,0.0,0.0,0.6666666666666666
TOX14005,0.7409092630926593,0.0,0.0,0.0,0.0
TOX1402,0.5236263185547116,0.0,0.0,0.0,0.0
TOX1403,0.2336040822933034,0.0,0.0,0.0,0.0
TOX1404,0.6323911198854952,0.0,0.0,0.0,0.0
TOX1405,0.5252776394470093,0.0,0.0,0.0,0.0
TOX14070,0.4501975613887583,0.0,0.0,0.0,0.0
TOX14085,0.5537075432386708,0.0,0.0,0.0,0.0
TOX14087,0.6383001953658599,0.0,0.0,0.0,0.0
TOX14089,0.6120976332768953,0.0,0.0,0.0,0.0
TOX14095,0.6600931115151765,0.0,0.0,0.0,0.0
TOX141,0.640732933077721,0.0,0.0,0.0,0.0
TOX1411,0.581891925103911,0.0,0.0,0.0,0.0
TOX14113,0.6280693874911254,0.0,0.0,0.0,0.6666666666666666
TOX1414,0.6426802964324145,0.0,0.0,0.0,0.0
TOX1415,0.633775235575913,0.0,0.15,0.0,0.0
TOX14150,0.6457949474664773,0.0416666666666666,0.0,0.0,0.0
TOX14165,0.5474488904463969,0.125,0.0,0.0,0.0
TOX1418,0.6313896488449341,0.0,0.05,0.0,0.0
TOX14186,0.6429074078363652,0.0,0.0,0.0,0.3333333333333333
TOX1419,0.6313896488449341,0.0,0.05,0.0,0.0
TOX14192,0.6389450845784994,0.0,0.0,0.0,0.3333333333333333
TOX142,0.6558754215139183,0.0,0.0,0.5,0.0
TOX1421,0.623521123891211,0.0,0.0,0.0,0.6666666666666666
TOX14212,0.6304849615792616,0.0,0.0,0.0,0.0
TOX14227,0.6785413181146056,0.0,0.0,0.0,0.0
TOX14229,0.6712515520971549,0.0,0.0,0.0,0.0
TOX14232,0.7014325060430312,0.0,0.0,0.0,0.0
TOX1424,0.6226010264746431,0.0,0.0,0.0,0.0
TOX14250,0.7094496357050504,0.0,0.0,0.0,0.0
TOX14252,0.6634179875740747,0.0,0.0,0.0,0.3333333333333333
TOX14255,0.600889590839158,0.0,0.0,0.0,0.0
TOX1426,0.6556708013691641,0.0,0.0,0.0,0.0
TOX1427,0.7926347187803184,0.0,0.0,0.0,0.0
TOX14270,0.5730397639685465,0.0,0.0,0.0,0.0
TOX14282,0.6957040416942036,0.0,0.0,0.0,0.0
TOX14286,0.3720742711416828,0.0,0.0,0.0,0.0
TOX14287,0.6713456670408544,0.0,0.0,0.0,0.0
TOX143,0.5706827002533414,0.0,0.0,0.0,0.0
TOX14300,0.5759047021053119,0.0,0.0,0.0,0.0
